group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Platform,Sign and Timestamp ,,,,111545748.0,ns,516
Platform,Sign and Timestamp ,,,,111781984.0,ns,518
Platform,Sign and Timestamp ,,,,112454132.0,ns,520
Platform,Sign and Timestamp ,,,,113111763.0,ns,522
Platform,Sign and Timestamp ,,,,113259953.0,ns,524
Platform,Sign and Timestamp ,,,,113904942.0,ns,526
Platform,Sign and Timestamp ,,,,114033131.0,ns,528
Platform,Sign and Timestamp ,,,,114458741.0,ns,530
Platform,Sign and Timestamp ,,,,119987454.0,ns,532
Platform,Sign and Timestamp ,,,,115297840.0,ns,534
Platform,Sign and Timestamp ,,,,115815191.0,ns,536
Platform,Sign and Timestamp ,,,,116134327.0,ns,538
Platform,Sign and Timestamp ,,,,116686340.0,ns,540
Platform,Sign and Timestamp ,,,,117126257.0,ns,542
Platform,Sign and Timestamp ,,,,117386528.0,ns,544
Platform,Sign and Timestamp ,,,,117786911.0,ns,546
Platform,Sign and Timestamp ,,,,118339553.0,ns,548
Platform,Sign and Timestamp ,,,,118622813.0,ns,550
Platform,Sign and Timestamp ,,,,119177740.0,ns,552
Platform,Sign and Timestamp ,,,,119876442.0,ns,554
Platform,Sign and Timestamp ,,,,119888034.0,ns,556
Platform,Sign and Timestamp ,,,,120291062.0,ns,558
Platform,Sign and Timestamp ,,,,120802258.0,ns,560
Platform,Sign and Timestamp ,,,,121333727.0,ns,562
Platform,Sign and Timestamp ,,,,121874320.0,ns,564
Platform,Sign and Timestamp ,,,,122315230.0,ns,566
Platform,Sign and Timestamp ,,,,122594738.0,ns,568
Platform,Sign and Timestamp ,,,,123183792.0,ns,570
Platform,Sign and Timestamp ,,,,123555499.0,ns,572
Platform,Sign and Timestamp ,,,,123777017.0,ns,574
Platform,Sign and Timestamp ,,,,124571614.0,ns,576
Platform,Sign and Timestamp ,,,,124666087.0,ns,578
Platform,Sign and Timestamp ,,,,125556047.0,ns,580
Platform,Sign and Timestamp ,,,,125549380.0,ns,582
Platform,Sign and Timestamp ,,,,126100185.0,ns,584
Platform,Sign and Timestamp ,,,,126456491.0,ns,586
Platform,Sign and Timestamp ,,,,126779307.0,ns,588
Platform,Sign and Timestamp ,,,,127230795.0,ns,590
Platform,Sign and Timestamp ,,,,127718982.0,ns,592
Platform,Sign and Timestamp ,,,,128310843.0,ns,594
Platform,Sign and Timestamp ,,,,128468233.0,ns,596
Platform,Sign and Timestamp ,,,,128940811.0,ns,598
Platform,Sign and Timestamp ,,,,129316206.0,ns,600
