group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Moderator,"Moderator :: Generate ""1"" tokens",,,,16873233.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16921916.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16930312.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16876654.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16940735.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16963702.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16879375.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,17015407.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16888758.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16885776.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16875528.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16849628.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16916537.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16895370.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,17003885.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16859369.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16874127.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16870040.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16866765.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16929564.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16907581.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16910362.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16893449.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882266.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16872550.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890947.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16894767.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16865292.0,ns,59
